movie_id,user_id,rating,date
2671,1913,3,2004-05-12
2784,1973,4,2005-12-29
1157,1820,3,2000-12-30
3106,1080,4,2005-03-07
2216,262,4,2004-12-10
2306,563,5,2005-05-04
307,1705,2,2004-03-01
2658,879,2,2004-05-07
1727,1414,3,2004-09-04
1161,650,4,2003-10-21
2736,164,4,2005-08-18
1715,566,4,2005-07-31
3282,1573,3,2005-01-19
3062,1600,4,2005-11-09
1356,207,1,2005-08-15
3415,1161,5,2004-05-28
898,1820,3,2001-07-18
415,1277,3,2002-10-23
307,1310,3,2004-11-26
362,1310,5,2004-10-28
229,396,4,2005-12-07
1530,598,4,2005-12-25
1869,694,3,2005-07-08
1617,1334,3,2004-03-30
458,1372,5,2003-08-19
2588,1358,3,2000-03-28
2817,1705,5,2004-07-13
1884,1318,3,2004-10-05
2506,841,5,2005-08-12
2979,1820,3,2002-12-29
379,568,2,2005-07-05
483,658,5,2005-11-23
3516,1979,3,2004-12-04
2577,1723,3,2005-02-27
297,566,1,2005-07-31
2484,172,3,2005-06-22
1133,68,3,2004-12-14
1356,486,3,2005-08-28
3386,231,4,2005-03-13
3083,1345,3,2005-03-14
1611,667,5,2005-12-17
2286,1583,5,2003-07-05
1661,1984,3,2005-02-09
3032,1508,4,2005-08-19
2339,1242,4,2005-02-02
1941,1372,4,2004-06-16
2365,1713,4,2005-05-23
1504,367,4,2005-04-25
2671,423,1,2004-04-21
1991,1152,3,2005-08-19
2885,981,3,2004-06-07
1592,736,5,2004-11-29
3094,1872,3,2004-06-09
2667,1786,3,2004-01-06
2501,228,3,2004-04-27
308,388,4,2005-06-30
610,262,4,2004-12-01
2875,859,5,2004-06-14
1277,769,3,2005-07-05
2597,1960,4,2004-12-13
836,172,2,2004-05-17
3415,1748,5,2001-05-02
942,256,3,2005-10-25
3062,1960,5,2005-10-27
2287,1682,5,2004-11-13
2687,597,4,2003-09-18
887,718,5,2004-11-06
1941,255,5,2004-08-09
2864,1707,5,2004-07-07
2437,760,5,2005-10-18
1342,511,4,2004-12-02
1846,1552,5,2005-02-09
1678,1016,2,2005-06-17
2492,1297,5,2004-09-08
1652,308,4,2001-10-13
205,109,2,2005-06-14
2684,1161,5,2004-08-11
1292,1065,4,2005-08-28
2495,1978,3,2005-04-09
151,1190,5,2005-02-02
1835,1069,4,2004-11-27
1141,1809,2,2004-04-28
1214,329,4,2004-04-16
3318,1140,4,2004-02-13
1818,1338,3,2003-10-09
362,495,5,2004-08-16
3114,1468,3,2005-08-10
1402,1878,4,2005-02-06
440,1,5,2005-05-23
1067,1443,4,2005-11-13
2720,500,5,2003-01-10
143,1383,4,2002-10-29
1293,1974,4,2003-10-21
1974,1888,3,2004-11-16
1546,948,4,2005-02-09
2680,1665,4,2000-05-07
2864,1716,5,2005-12-20
2609,351,5,2004-05-05
915,386,4,2005-06-20
2922,674,4,2004-12-28
3288,1053,5,2004-05-14
1490,246,2,2005-09-21
60,1936,5,2004-12-20
2460,97,5,2005-06-18
887,1714,4,2005-10-17
2274,487,3,2005-05-08
1424,1013,3,2004-04-08
2908,87,5,2005-09-10
2327,111,5,2004-04-17
1016,1817,5,2002-03-09
152,657,2,2004-11-17
2137,1422,3,2004-04-16
3232,1705,3,2004-04-14
2502,499,3,2005-07-18
712,59,2,2005-07-27
362,1708,2,2004-12-19
1051,1683,4,2005-10-08
1051,142,3,2004-02-04
3420,884,4,2005-06-10
2129,1168,2,2002-01-22
1851,1923,4,2005-08-26
2476,1739,3,2004-09-19
1424,1786,3,2004-02-24
1588,1950,4,2005-06-21
3007,47,5,2005-11-14
887,77,5,2005-06-23
1324,818,5,2005-07-09
1504,411,4,2004-06-16
458,282,4,2001-12-08
881,1273,3,2005-07-14
430,1443,4,2005-12-21
1120,1705,2,2004-02-13
2165,213,5,2005-01-03
1399,111,5,2004-05-03
3543,879,5,2004-05-27
887,473,4,2005-09-17
170,1577,4,2005-10-20
2750,1506,3,2005-12-30
2840,1303,4,2005-01-08
1235,1504,5,2003-08-20
2671,1960,5,2003-10-15
3430,289,2,2005-02-04
1842,1452,4,2004-12-15
3022,1558,3,2004-03-05
1019,1952,5,2005-05-15
1941,46,2,2005-01-10
3032,345,4,2004-05-08
881,965,1,2003-12-18
953,886,4,2005-10-23
1694,439,5,2005-10-12
1227,137,3,2005-08-29
2460,126,3,2004-12-03
3381,255,4,2003-03-04
2191,1754,3,2004-11-21
372,1294,1,2004-07-04
3148,6,5,2003-11-19
1133,416,5,2005-03-08
3300,308,3,2002-01-11
3308,894,3,2004-09-09
2646,681,4,2005-06-22
1067,833,5,2005-04-11
608,1901,3,2004-04-23
2602,1223,2,2005-04-30
721,429,3,2004-02-19
1243,1952,4,2005-04-19
151,1750,4,2005-11-26
2436,1685,5,2005-03-14
3032,1897,4,2004-11-04
377,388,3,2005-07-19
1049,232,3,2004-05-27
1846,961,5,2005-05-25
2102,734,5,2004-06-23
3058,769,3,2004-09-03
2609,1551,4,2002-08-07
3069,1998,2,2005-06-12
3094,391,3,2004-11-03
2914,965,3,2004-08-05
1659,561,5,2005-09-27
2495,1955,2,2005-04-05
257,510,3,2005-04-29
2491,566,4,2005-07-31
2365,1941,3,2004-07-08
2554,775,1,2005-04-06
3083,484,4,2005-10-07
2341,332,2,2004-11-16
3465,1839,4,2005-01-24
1297,1301,3,2005-04-29
1424,966,3,2005-04-07
1969,754,3,2004-04-11
2885,1296,4,2004-03-18
1273,566,1,2005-09-27
2164,1988,4,2003-10-23
1161,653,5,2005-06-09
3084,510,4,2005-02-21
2216,931,5,2005-05-16
3460,803,1,2004-09-08
204,1942,5,2004-05-26
440,998,5,2003-07-15
1667,1065,4,2004-01-06
1910,187,3,2005-08-27
701,879,2,2003-06-17
919,1216,4,2005-01-19
2771,388,4,2005-06-30
642,1383,4,2002-06-22
1734,1056,1,2005-09-09
2554,591,5,2005-05-03
1245,219,3,2004-11-23
221,1583,3,2005-04-02
3114,485,5,2004-10-16
916,237,4,2005-03-08
1214,417,4,2001-10-18
458,268,3,2005-07-14
2658,318,4,2004-04-05
1187,884,5,2004-12-30
510,374,4,2005-12-06
2027,454,2,2005-03-13
2875,1194,5,2004-09-13
3062,962,4,2005-10-27
1424,200,4,2005-08-16
3554,1358,4,2001-05-08
1072,1152,4,2005-08-25
3295,466,3,2005-05-11
523,370,4,2004-11-24
3328,1445,1,2005-10-24
3041,1372,3,2003-12-17
887,573,1,2004-07-24
1974,1435,4,2005-10-26
49,1953,4,2003-07-15
3031,139,5,2005-09-08
456,566,1,2005-07-26
2580,28,3,2005-12-01
3388,1121,4,2005-07-05
1122,1674,5,2003-05-08
1240,1943,2,2003-07-21
3516,1912,4,2005-05-14
2191,1161,5,2004-04-23
3487,1426,4,2005-11-29
221,902,5,2005-01-12
395,1919,4,2005-01-13
978,1838,4,2002-11-02
3507,1558,4,2003-05-27
183,1242,5,2005-09-15
1288,1151,3,2003-06-19
3415,577,5,2004-11-16
2658,902,3,2004-04-05
3219,879,2,2003-04-21
2240,550,4,2004-12-28
2875,411,3,2004-06-11
11,396,4,2004-01-12
2038,941,1,2004-11-06
735,1774,5,2004-06-29
1133,1466,2,2003-11-08
1504,135,5,2004-12-15
277,265,3,2003-11-12
962,255,4,2003-09-10
1167,922,3,2005-04-21
769,402,4,2005-01-29
2484,137,5,2005-06-08
2061,746,3,2003-07-01
1041,245,5,2004-08-06
1473,1083,5,2004-10-04
1292,1714,5,2005-09-08
1713,1966,2,2005-07-20
532,1201,3,2005-05-13
1667,525,4,2005-02-16
1694,698,5,2002-06-01
2578,817,4,2005-08-26
583,627,4,2004-11-15
151,1234,2,2005-05-17
3354,1119,4,2005-06-08
1235,522,2,2005-09-25
1285,698,4,2000-03-16
694,1892,3,2004-02-16
1884,484,1,2005-10-11
919,674,4,2004-12-07
1672,1363,5,2005-07-18
133,1023,2,2004-12-22
2341,370,4,2004-03-30
384,1686,5,2005-06-27
2040,219,3,2005-09-01
606,647,1,2001-03-24
1652,416,5,2005-03-22
973,708,3,2005-06-15
2578,996,4,2005-06-11
242,82,4,2004-12-02
881,282,5,2002-05-16
1051,618,5,2004-11-14
458,686,5,2004-05-09
256,1294,2,2004-07-04
1371,1063,3,2005-03-18
586,770,4,2004-05-25
2646,1951,1,2005-08-30
362,602,4,2004-11-23
2554,1418,4,2005-03-02
2671,805,4,2004-01-15
1342,1168,5,2002-01-17
2602,998,5,2005-05-07
2196,627,5,2005-02-09
2034,1334,3,2003-04-21
591,654,3,2004-11-12
1051,709,2,2005-08-10
1227,1632,4,2005-05-23
1702,746,4,2004-09-13
3450,1040,3,2005-07-29
615,336,5,2002-09-10
1667,1151,4,2003-10-15
1014,1144,4,2003-12-22
1332,1046,4,2005-08-03
1451,1838,5,2003-01-04
858,660,5,2005-08-15
2169,139,4,2005-08-17
3516,1809,3,2004-01-25
769,1454,4,2003-09-06
1971,1285,2,2005-03-18
3084,566,2,2005-07-31
1734,1603,3,2005-10-26
21,1297,3,2004-10-11
1342,1139,4,2005-01-27
2169,668,4,2003-07-22
1395,1038,5,2004-07-23
1436,1092,2,2004-02-10
552,1960,3,2004-11-18
2460,191,4,2002-04-17
1948,1363,4,2005-07-31
571,1126,3,2005-06-12
962,522,3,2005-09-05
2676,1561,4,2005-02-18
1473,592,4,2004-11-10
2956,750,3,2001-03-30
1440,1918,4,2005-04-25
205,313,5,2004-03-10
3444,1153,5,2004-11-18
2903,1894,3,2005-07-10
2040,1092,4,2004-01-26
241,1177,2,2001-10-10
1171,1047,4,2005-08-24
2384,698,5,2004-08-15
2942,228,1,2004-03-30
977,1782,2,2005-07-14
147,1297,5,2004-10-11
916,1022,1,2005-05-07
922,858,2,2003-11-25
112,1894,3,2005-03-16
2646,1159,4,2005-05-02
3126,368,5,2005-08-17
2034,627,1,2005-02-10
2882,1705,2,2004-03-09
1734,453,4,2005-02-22
229,1752,4,2004-07-23
1046,983,4,2004-11-01
241,385,4,2005-03-18
256,1685,4,2005-04-11
2213,1353,3,2005-04-05
2836,1913,3,2005-04-15
77,314,3,2004-06-23
24,1823,4,2004-10-05
2173,919,4,2005-10-23
2685,998,4,2005-06-18
3444,345,5,2004-05-28
2814,246,4,2002-10-08
3454,260,4,2005-03-01
1734,1022,4,2005-06-02
225,709,3,2003-11-25
1833,1043,2,2005-08-24
795,1268,4,2003-11-24
2736,1711,4,2003-11-14
1161,349,5,2004-02-07
151,1632,4,2004-11-26
563,1573,3,2005-01-31
1449,707,3,2004-04-13
2495,1926,5,2005-03-02
2542,534,3,2003-07-08
1381,1384,2,2002-02-10
3126,1574,3,2005-06-14
962,1139,3,2004-11-30
3148,695,5,2004-10-14
2586,219,5,2004-11-23
3516,1492,5,2005-11-07
2337,1014,5,2004-07-05
2388,228,2,2004-03-17
887,63,4,2005-11-11
415,1204,4,2003-05-30
788,1353,2,2005-04-05
1214,18,4,2004-11-09
151,84,5,2005-09-20
2015,842,5,2004-09-19
1884,1257,2,2005-12-26
2217,500,3,2004-06-08
2217,255,4,2004-05-11
3420,1672,4,2005-08-18
2188,1374,5,2005-08-10
1927,879,5,2003-11-06
285,977,4,2005-06-07
1707,677,5,2004-10-05
1879,1943,2,2004-11-28
2861,1786,5,2004-04-16
3062,732,5,2005-12-20
2814,1714,3,2005-08-22
1974,1222,4,2002-12-16
2365,1041,3,2005-08-07
147,1108,4,2004-05-12
1037,487,2,2004-07-08
3007,837,3,2000-06-16
1473,31,4,2005-07-15
402,1325,3,2005-06-09
670,1882,4,2005-08-19
1008,841,4,2005-08-12
1473,681,2,2005-11-21
3272,1438,4,2003-10-22
3094,306,4,2005-01-25
1846,945,4,2005-08-17
3431,1445,1,2003-12-16
1577,1853,3,2004-12-06
2861,1092,5,2005-11-11
2636,1039,5,2004-10-07
1831,1047,3,2005-09-28
151,337,5,2004-11-27
353,1587,4,2005-11-18
3430,190,4,2005-07-18
2864,1301,5,2005-04-29
1504,1807,5,2004-05-23
21,1021,4,2005-03-12
3348,1826,3,2005-10-22
1694,1880,4,2005-10-05
3124,805,3,2004-02-01
289,686,4,2004-04-28
99,766,5,2005-07-31
915,1754,4,2004-10-26
3354,273,4,2004-12-02
1939,1504,2,2002-09-13
1473,940,4,2005-01-11
1851,1822,3,2002-05-21
3288,1443,4,2005-12-21
1701,1552,4,2005-08-26
3290,778,4,2005-10-24
3484,766,5,2005-02-18
387,1549,4,2005-03-08
2741,1900,3,2005-10-07
1037,683,4,2004-07-06
1915,1867,5,2005-03-07
2033,1909,3,2002-08-08
634,1452,5,2005-03-06
2671,1706,2,2005-09-23
1694,1457,2,2002-03-02
3208,1034,4,2003-03-17
3037,1973,3,2005-12-29
1293,1664,3,2003-10-16
2674,540,1,2005-01-11
549,1472,4,2005-01-23
1672,618,2,2004-12-07
2114,1774,5,2005-06-26
3516,1670,3,2004-02-21
2885,650,2,2004-01-05
3148,1194,5,2004-09-13
687,738,3,2005-10-19
1504,1984,4,2004-06-28
1650,627,1,2005-02-10
2213,473,3,2005-10-08
2495,1898,5,2004-09-08
2195,1422,3,2004-03-23
642,487,4,2004-06-11
1671,1943,3,2005-02-06
1667,7,5,2005-01-05
2060,1960,4,2004-12-10
1019,1345,3,2005-05-02
1915,803,2,2004-11-22
3114,1164,5,2005-09-26
3377,1092,4,2004-09-26
962,1168,3,2002-04-24
1927,809,4,2005-06-22
2720,340,3,2005-05-03
61,1409,3,2003-02-14
2195,934,2,2004-06-24
1686,566,2,2005-09-27
1893,1341,2,2004-07-14
3106,884,3,2005-02-21
915,746,2,2003-06-26
1327,1743,4,2005-05-24
362,961,5,2005-05-09
3348,911,4,2005-09-20
2986,1414,3,2004-09-04
257,1374,3,2005-10-26
1386,1336,4,2005-06-14
2038,1367,5,2005-01-02
195,1713,5,2004-10-22
2663,1515,5,2004-05-11
2671,1822,4,2002-02-02
362,469,4,2004-09-20
3219,238,3,2005-10-17
453,429,4,2004-05-03
1043,1894,3,2005-04-02
1019,1474,3,2005-06-11
1414,330,5,2005-10-17
383,1324,5,2005-10-19
1092,482,3,2004-03-18
712,429,3,2005-10-03
242,1444,4,2002-09-30
1931,634,4,2003-06-02
144,1832,2,2005-05-18
1504,393,3,2005-04-11
1652,1506,4,2005-12-30
221,1028,4,2005-04-22
3466,1430,4,2004-04-08
610,601,3,2005-07-07
1417,1940,2,2005-03-20
1559,1128,1,2003-09-15
1270,1577,3,2005-10-10
2750,1154,4,2005-05-24
1504,1247,4,2005-10-26
1428,598,4,2005-12-27
2306,477,2,2005-06-28
879,1151,1,2001-08-09
624,1267,4,2005-07-02
1333,1443,4,2005-12-11
204,1936,5,2004-12-19
909,1936,4,2005-04-25
2460,478,3,2002-03-05
2199,1315,5,2004-01-30
1974,1946,2,2004-01-27
2374,313,5,2005-04-25
3288,533,4,2005-10-16
2419,1828,3,2005-12-12
2282,1472,4,2004-05-28
2267,1770,4,2000-05-22
3561,139,2,2005-08-15
1428,500,4,2004-03-23
1694,1454,4,2002-09-18
532,770,3,2003-09-07
2644,604,4,2004-12-23
1989,1672,4,2005-05-03
2506,1356,4,2005-01-19
1652,1849,5,2005-01-23
977,1800,4,2005-01-04
1675,1457,5,2000-12-17
2725,1265,3,2004-10-07
2602,243,4,2005-07-30
859,391,2,2004-05-14
3516,1066,4,2004-08-05
2056,1472,4,2004-09-29
1988,1321,4,2004-07-02
687,1081,5,2003-04-16
806,1707,4,2004-05-10
2061,87,4,2004-08-16
2663,647,4,2005-04-30
21,231,3,2004-05-11
2505,664,4,2005-02-06
2461,331,3,2002-01-31
574,1573,4,2005-01-10
2102,1346,5,2003-02-15
240,370,3,2004-05-03
1214,321,4,2005-05-18
1672,1388,3,2005-02-26
285,287,4,2005-10-25
3032,1247,5,2005-10-26
562,1424,3,2005-03-19
2922,769,3,2004-04-29
2725,608,4,2005-07-15
3273,1259,4,2004-11-08
2505,681,5,2004-04-15
3208,1801,4,2004-11-15
2430,858,1,2003-11-25
1392,1960,4,2004-10-21
151,96,4,2004-11-03
183,674,4,2004-10-14
619,1047,3,2005-08-18
2439,1966,5,2005-07-20
1023,753,1,2003-03-09
69,1899,4,2005-03-10
2195,605,1,2004-05-06
147,450,5,2005-10-19
3106,1004,5,2005-09-14
1187,1505,3,2005-08-23
1379,1269,3,2004-09-23
1028,541,2,2003-03-07
1692,719,4,2005-08-13
2274,1960,4,2005-04-14
2505,799,3,2005-01-31
1118,818,5,2005-07-09
2691,1121,5,2005-02-26
635,45,2,2005-07-24
105,1774,4,2004-03-25
2069,769,3,2004-05-04
2841,139,2,2005-10-07
1939,1979,3,2004-12-22
2875,398,4,2005-07-23
1473,396,4,2005-12-07
384,1177,3,2002-03-24
2096,869,4,2005-02-01
1214,647,3,2000-08-25
281,750,4,2004-04-15
2061,1444,4,2002-09-30
1594,1040,1,2005-05-31
981,1901,4,2005-06-12
2495,416,1,2005-10-02
1269,158,3,2003-11-02
3058,1458,3,2005-07-22
3302,74,2,2005-06-30
916,564,4,2005-04-03
1424,683,5,2004-07-06
2120,627,1,2004-02-06
318,160,4,2005-09-01
204,1033,4,2004-07-02
2061,1682,5,2004-10-27
2302,1443,3,2005-12-11
1860,983,4,2004-11-29
1133,132,5,2005-04-17
896,939,2,2004-03-11
2495,1784,3,2005-05-21
1884,359,2,2005-04-13
962,8,3,2004-11-30
2667,632,2,2005-05-15
221,858,3,2005-01-29
1532,1949,4,2005-10-13
1387,41,5,2004-04-08
2604,1261,4,2005-06-05
2966,30,3,2003-02-24
41,1022,4,2005-06-23
534,523,4,2005-12-01
164,1214,4,2005-09-06
1580,1491,1,2004-11-14
3484,1422,3,2004-01-20
1694,3,4,2003-02-13
3166,1425,3,2004-06-22
3444,629,5,2004-12-04
1592,271,4,2004-10-12
1995,987,5,2005-06-17
2129,228,2,2004-04-27
390,1421,5,2003-04-04
1187,1200,5,2005-12-18
1157,1838,3,2001-01-04
362,641,4,2004-12-18
1133,486,3,2005-11-29
3460,1333,4,2005-07-15
1941,497,3,2004-02-18
2050,569,3,2005-05-22
2032,649,3,2005-06-23
3272,1031,4,2001-07-28
1456,530,2,2004-12-21
571,1255,2,2005-09-19
750,74,5,2005-05-19
942,746,4,2003-07-08
1206,1682,5,2004-10-27
1988,42,4,2005-01-26
3479,926,3,2005-03-02
3057,1705,2,2004-03-09
2763,227,3,2005-10-02
3282,1781,5,2005-11-18
258,130,5,2005-01-25
256,398,4,2005-07-23
473,245,4,2005-02-24
1187,1709,3,2002-09-11
2253,139,4,2005-02-12
1741,1689,4,2005-02-19
3069,651,5,2005-08-14
2955,300,5,2005-05-03
2577,1583,2,2004-06-09
1133,1072,3,2003-08-11
204,939,4,2004-03-11
1118,1910,3,2005-10-30
281,920,2,2004-06-17
2484,388,5,2005-07-18
3129,939,3,2004-03-11
1161,955,3,2005-09-11
1118,793,3,2005-06-19
2492,1934,4,2004-01-23
2765,228,3,2005-08-21
1504,1959,4,2004-01-01
583,217,1,2005-03-09
133,1436,5,2005-08-12
2609,158,5,2002-12-28
2636,964,4,2005-03-23
2037,1942,5,2003-06-26
3374,983,3,2005-12-20
2196,139,4,2005-09-08
3106,540,1,2005-01-11
2115,879,1,2003-11-17
2944,1807,3,2005-05-08
887,1033,5,2004-07-19
1884,1614,4,2005-12-15
1227,777,3,2005-04-17
1927,746,3,2003-11-03
1675,1259,5,2002-09-17
1519,182,2,2003-11-22
3106,708,4,2005-05-14
285,1317,4,2005-08-01
1376,357,5,2005-10-04
3345,1414,1,2003-01-15
3369,1294,4,2003-09-16
881,1223,4,2002-10-03
1734,1966,5,2005-07-20
1072,608,4,2004-12-23
458,1341,4,2004-06-14
1019,500,5,2002-04-08
2505,1583,3,2005-11-14
2337,52,4,2004-12-29
721,351,2,2004-05-05
1724,1345,3,2005-05-02
770,1853,4,2004-12-06
1158,596,3,2004-04-14
2469,654,5,2004-11-12
362,1713,3,2004-10-23
2736,542,4,2005-05-03
1265,822,1,2005-02-05
3058,1009,4,2005-05-01
2720,1820,3,2002-12-17
325,1607,4,2005-04-04
2178,698,5,2004-11-02
3516,1411,4,2004-01-13
2720,425,4,2003-03-31
2885,1613,4,2004-01-22
1504,666,3,2005-06-22
384,124,5,2005-02-21
701,187,5,2005-09-24
881,1140,4,2003-06-17
2944,1614,4,2005-12-15
1051,445,3,2005-04-21
229,881,1,2005-09-27
1741,1504,5,2005-11-29
30,461,4,2003-10-26
890,591,5,2005-03-08
1694,246,3,2002-01-27
1851,664,2,2004-11-28
362,1430,5,2004-10-04
2115,1735,2,2003-09-02
1473,1369,4,2005-01-31
1800,418,5,2003-09-25
221,499,4,2005-06-15
2875,1500,3,2005-06-09
608,1960,4,2004-11-18
3293,566,2,2005-07-25
2296,1901,4,2003-09-18
1915,394,4,2005-02-06
2578,1,5,2005-05-23
1473,705,4,2004-11-29
1677,1448,5,2005-09-29
2460,1820,3,2002-08-01
2864,690,4,2005-07-28
1556,860,3,2004-12-07
712,77,3,2005-02-13
115,96,4,2003-03-03
2977,1440,4,2003-10-15
3415,1256,4,2005-11-18
1133,663,3,2005-01-19
1342,859,5,2005-11-17
469,858,3,2004-04-04
1167,1409,4,2004-12-09
1306,1673,1,2005-05-18
2086,107,4,2005-09-14
3345,1501,3,2004-04-18
3263,391,3,2005-07-21
2311,884,5,2004-12-30
2040,1735,3,2004-01-06
1235,314,3,2004-05-04
915,1077,5,2005-09-15
3557,1047,3,2005-08-12
1884,1705,3,2004-07-13
1667,1605,3,2005-05-16
2864,1289,4,2004-09-26
2922,495,4,2004-04-02
1449,1382,3,2004-08-04
495,1222,5,2002-11-16
3479,1838,5,2004-11-12
1158,841,4,2005-08-12
1379,109,4,2005-06-14
1002,1960,4,2004-11-23
3126,1223,3,2005-02-19
3295,670,3,2004-11-15
1592,385,3,2004-04-16
2437,1694,4,2005-04-21
712,1523,3,2005-04-10
1931,1207,3,2004-08-23
3272,1413,4,2005-10-16
2306,655,4,2005-04-26
2631,1449,4,2005-09-24
1931,329,4,2004-09-15
916,825,2,2003-08-21
3025,1345,2,2005-11-15
1706,799,3,2005-03-09
943,600,4,2005-03-08
1577,484,1,2005-10-03
1868,1338,5,2004-06-12
2365,329,5,2004-04-16
562,1731,4,2005-10-04
2040,84,3,2005-04-17
574,1797,4,2004-05-11
1067,979,2,2004-05-04
439,1838,3,2001-01-02
1710,1549,4,2004-09-01
2895,1430,4,2004-09-03
242,244,1,2002-08-18
3345,1206,3,2005-05-09
2646,655,2,2005-02-02
806,1874,2,2003-01-24
3032,1858,2,2005-08-24
2586,1329,3,2005-02-13
2671,1097,4,2004-08-31
2893,983,4,2005-01-11
687,1968,4,2005-08-03
3454,372,3,2005-06-07
2020,606,3,2004-03-26
1067,417,3,2003-04-23
3208,1685,3,2005-02-03
2875,1369,4,2005-01-31
553,1457,4,2001-08-02
1161,265,5,2004-01-19
2419,39,3,2005-12-16
1694,1634,1,2005-01-24
709,433,4,2004-12-21
1293,244,3,2003-10-26
1675,1444,5,2002-05-20
3208,1466,2,2003-05-30
3126,1501,3,2005-03-26
3058,840,5,2005-11-15
397,961,4,2005-09-19
1734,388,5,2005-03-28
1882,245,5,2005-04-12
229,522,2,2005-10-28
2620,841,3,2005-08-14
1456,228,2,2004-02-20
712,1798,4,2005-03-03
682,485,3,2005-10-07
3453,1518,4,2005-01-20
916,414,1,2005-08-20
526,1168,2,2002-08-30
1133,1973,5,2005-10-16
1724,105,4,2005-11-05
2725,708,3,2005-04-19
384,336,4,2002-05-15
2198,351,5,2004-05-05
1884,930,3,2004-07-04
2977,139,3,2005-02-20
2711,1600,3,2005-11-01
133,1257,3,2005-01-04
2442,130,3,2005-01-25
3454,245,4,2003-09-07
1473,1696,4,2004-10-19
3146,1975,4,2003-06-10
286,1838,3,2003-12-02
1675,822,3,2004-12-10
2449,1119,4,2005-06-08
2671,1981,4,2004-08-31
3444,329,5,2004-08-05
1667,844,3,2004-04-29
3430,1731,5,2004-06-01
1712,1614,4,2005-07-26
3345,1820,3,2003-08-23
1504,27,3,2004-09-26
3291,1901,2,2005-01-10
2115,1838,4,2004-03-12
1504,595,5,2005-08-21
60,1045,4,2004-04-26
1806,539,5,2004-12-20
1989,1477,2,2005-05-09
3444,1405,4,2004-12-28
3094,1064,4,2004-04-18
1676,1558,4,2004-08-12
240,1776,5,2004-12-29
242,11,5,2005-06-30
1667,1201,4,2005-01-19
283,1920,4,2005-09-26
3106,998,5,2005-03-02
736,627,2,2004-05-03
1387,522,2,2005-09-05
2313,41,3,2004-07-19
353,320,5,2005-06-20
2287,561,5,2005-02-01
2313,698,4,2002-08-27
3533,506,5,2005-05-17
372,1392,3,2005-10-26
1711,664,5,2004-10-17
1269,408,5,2003-09-30
1675,1159,5,2005-09-19
547,1269,3,2005-06-01
3543,336,3,2004-06-03
2419,429,4,2004-11-30
1882,1887,4,2004-10-25
1425,1842,2,2004-04-30
945,1774,5,2004-04-28
256,1430,4,2004-04-28
3032,1091,4,2005-03-09
1578,1557,4,2005-08-31
2773,659,5,2004-08-14
945,188,2,2005-06-25
3313,1734,5,2005-07-29
2804,510,3,2004-10-11
3033,1259,3,2002-03-03
1915,163,5,2005-09-30
2813,1092,2,2004-01-16
2495,96,4,2005-04-05
3465,1645,4,2004-09-07
1588,313,4,2003-02-16
1110,769,2,2004-04-29
3126,268,4,2005-06-14
2977,1133,5,2005-03-02
2306,301,5,2005-07-26
1903,191,2,2002-01-03
1431,1853,3,2004-12-29
2885,626,1,2005-11-25
133,432,5,2003-03-12
395,1449,5,2005-11-02
1157,1856,3,2005-10-21
1998,1269,4,2004-09-24
256,1607,4,2005-03-09
1428,1468,3,2005-08-18
