,movie_id,user_id,rating,date
164,1402,1878,1,2005-02-06
165,440,1,1,2005-05-23
166,1067,1443,1,2005-11-13
167,2720,500,1,2003-01-10
168,143,1383,1,2002-10-29
169,1293,1974,1,2003-10-21
170,1974,1888,0,2004-11-16
171,1546,948,1,2005-02-09
172,2680,1665,1,2000-05-07
173,2864,1716,1,2005-12-20
174,2609,351,1,2004-05-05
175,915,386,1,2005-06-20
176,2922,674,1,2004-12-28
177,3288,1053,1,2004-05-14
178,1490,246,0,2005-09-21
179,60,1936,1,2004-12-20
180,2460,97,1,2005-06-18
181,887,1714,1,2005-10-17
182,2274,487,0,2005-05-08
183,1424,1013,0,2004-04-08
184,2908,87,1,2005-09-10
185,2327,111,1,2004-04-17
186,1016,1817,1,2002-03-09
187,152,657,0,2004-11-17
188,2137,1422,0,2004-04-16
189,3232,1705,0,2004-04-14
190,2502,499,0,2005-07-18
191,712,59,0,2005-07-27
192,362,1708,0,2004-12-19
193,1051,1683,1,2005-10-08
194,1051,142,0,2004-02-04
195,3420,884,1,2005-06-10
196,2129,1168,0,2002-01-22
197,1851,1923,1,2005-08-26
198,2476,1739,0,2004-09-19
199,1424,1786,0,2004-02-24
200,1588,1950,1,2005-06-21
201,3007,47,1,2005-11-14
202,887,77,1,2005-06-23
203,1324,818,1,2005-07-09
204,1504,411,1,2004-06-16
205,458,282,1,2001-12-08
206,881,1273,0,2005-07-14
207,430,1443,1,2005-12-21
208,1120,1705,0,2004-02-13
209,2165,213,1,2005-01-03
210,1399,111,1,2004-05-03
211,3543,879,1,2004-05-27
212,887,473,1,2005-09-17
213,170,1577,1,2005-10-20
214,2750,1506,0,2005-12-30
215,2840,1303,1,2005-01-08
216,1235,1504,1,2003-08-20
217,2671,1960,1,2003-10-15
218,3430,289,0,2005-02-04
219,1842,1452,1,2004-12-15
220,3022,1558,0,2004-03-05
221,1019,1952,1,2005-05-15
222,1941,46,0,2005-01-10
223,3032,345,1,2004-05-08
224,881,965,0,2003-12-18
225,953,886,1,2005-10-23
226,1694,439,1,2005-10-12
227,1227,137,0,2005-08-29
228,2460,126,0,2004-12-03
229,3381,255,1,2003-03-04
230,2191,1754,0,2004-11-21
231,372,1294,0,2004-07-04
232,3148,6,1,2003-11-19
233,1133,416,1,2005-03-08
234,3300,308,0,2002-01-11
235,3308,894,0,2004-09-09
236,2646,681,1,2005-06-22
237,1067,833,1,2005-04-11
238,608,1901,0,2004-04-23
239,2602,1223,0,2005-04-30
240,721,429,0,2004-02-19
241,1243,1952,1,2005-04-19
242,151,1750,1,2005-11-26
243,2436,1685,1,2005-03-14
244,3032,1897,1,2004-11-04
245,377,388,0,2005-07-19
246,1049,232,0,2004-05-27
247,1846,961,1,2005-05-25
248,2102,734,1,2004-06-23
249,3058,769,0,2004-09-03
250,2609,1551,1,2002-08-07
251,3069,1998,0,2005-06-12
252,3094,391,0,2004-11-03
253,2914,965,0,2004-08-05
254,1659,561,1,2005-09-27
255,2495,1955,0,2005-04-05
256,257,510,0,2005-04-29
257,2491,566,1,2005-07-31
258,2365,1941,0,2004-07-08
259,2554,775,0,2005-04-06
260,3083,484,1,2005-10-07
261,2341,332,0,2004-11-16
262,3465,1839,1,2005-01-24
263,1297,1301,0,2005-04-29
264,1424,966,0,2005-04-07
265,1969,754,0,2004-04-11
266,2885,1296,1,2004-03-18
267,1273,566,0,2005-09-27
268,2164,1988,1,2003-10-23
269,1161,653,1,2005-06-09
270,3084,510,1,2005-02-21
271,2216,931,1,2005-05-16
272,3460,803,0,2004-09-08
273,204,1942,1,2004-05-26
274,440,998,1,2003-07-15
275,1667,1065,1,2004-01-06
276,1910,187,0,2005-08-27
277,701,879,0,2003-06-17
278,919,1216,1,2005-01-19
279,2771,388,1,2005-06-30
280,642,1383,1,2002-06-22
281,1734,1056,0,2005-09-09
282,2554,591,1,2005-05-03
283,1245,219,0,2004-11-23
284,221,1583,0,2005-04-02
285,3114,485,1,2004-10-16
286,916,237,1,2005-03-08
287,1214,417,1,2001-10-18
288,458,268,0,2005-07-14
289,2658,318,1,2004-04-05
290,1187,884,1,2004-12-30
291,510,374,1,2005-12-06
292,2027,454,0,2005-03-13
293,2875,1194,1,2004-09-13
294,3062,962,1,2005-10-27
295,1424,200,1,2005-08-16
296,3554,1358,1,2001-05-08
297,1072,1152,1,2005-08-25
298,3295,466,0,2005-05-11
299,523,370,1,2004-11-24
300,3328,1445,0,2005-10-24
301,3041,1372,0,2003-12-17
302,887,573,0,2004-07-24
303,1974,1435,1,2005-10-26
304,49,1953,1,2003-07-15
305,3031,139,1,2005-09-08
306,456,566,0,2005-07-26
307,2580,28,0,2005-12-01
308,3388,1121,1,2005-07-05
309,1122,1674,1,2003-05-08
310,1240,1943,0,2003-07-21
311,3516,1912,1,2005-05-14
312,2191,1161,1,2004-04-23
313,3487,1426,1,2005-11-29
314,221,902,1,2005-01-12
315,395,1919,1,2005-01-13
316,978,1838,1,2002-11-02
317,3507,1558,1,2003-05-27
318,183,1242,1,2005-09-15
319,1288,1151,0,2003-06-19
320,3415,577,1,2004-11-16
321,2658,902,0,2004-04-05
322,3219,879,0,2003-04-21
323,2240,550,1,2004-12-28
324,2875,411,0,2004-06-11
325,11,396,1,2004-01-12
326,2038,941,0,2004-11-06
327,735,1774,1,2004-06-29
328,1133,1466,0,2003-11-08
329,1504,135,1,2004-12-15
330,277,265,0,2003-11-12
331,962,255,1,2003-09-10
332,1167,922,0,2005-04-21
333,769,402,1,2005-01-29
334,2484,137,1,2005-06-08
335,2061,746,0,2003-07-01
336,1041,245,1,2004-08-06
337,1473,1083,1,2004-10-04
338,1292,1714,1,2005-09-08
339,1713,1966,0,2005-07-20
340,532,1201,0,2005-05-13
341,1667,525,1,2005-02-16
342,1694,698,1,2002-06-01
343,2578,817,1,2005-08-26
344,583,627,1,2004-11-15
345,151,1234,0,2005-05-17
346,3354,1119,1,2005-06-08
347,1235,522,0,2005-09-25
348,1285,698,1,2000-03-16
349,694,1892,0,2004-02-16
350,1884,484,0,2005-10-11
351,919,674,1,2004-12-07
352,1672,1363,1,2005-07-18
353,133,1023,0,2004-12-22
354,2341,370,1,2004-03-30
355,384,1686,1,2005-06-27
356,2040,219,0,2005-09-01
357,606,647,0,2001-03-24
358,1652,416,1,2005-03-22
359,973,708,0,2005-06-15
360,2578,996,1,2005-06-11
361,242,82,1,2004-12-02
362,881,282,1,2002-05-16
363,1051,618,1,2004-11-14
364,458,686,1,2004-05-09
365,256,1294,0,2004-07-04
366,1371,1063,0,2005-03-18
367,586,770,1,2004-05-25
368,2646,1951,0,2005-08-30
369,362,602,1,2004-11-23
370,2554,1418,1,2005-03-02
371,2671,805,1,2004-01-15
372,1342,1168,1,2002-01-17
373,2602,998,1,2005-05-07
374,2196,627,1,2005-02-09
375,2034,1334,0,2003-04-21
376,591,654,0,2004-11-12
377,1051,709,0,2005-08-10
378,1227,1632,1,2005-05-23
379,1702,746,1,2004-09-13
380,3450,1040,0,2005-07-29
381,615,336,1,2002-09-10
382,1667,1151,1,2003-10-15
383,1014,1144,1,2003-12-22
384,1332,1046,1,2005-08-03
385,1451,1838,1,2003-01-04
386,858,660,1,2005-08-15
387,2169,139,1,2005-08-17
388,3516,1809,0,2004-01-25
389,769,1454,1,2003-09-06
390,1971,1285,0,2005-03-18
391,3084,566,0,2005-07-31
392,1734,1603,0,2005-10-26
393,21,1297,0,2004-10-11
394,1342,1139,1,2005-01-27
395,2169,668,1,2003-07-22
396,1395,1038,1,2004-07-23
397,1436,1092,0,2004-02-10
398,552,1960,0,2004-11-18
399,2460,191,1,2002-04-17
400,1948,1363,1,2005-07-31
401,571,1126,0,2005-06-12
402,962,522,0,2005-09-05
403,2676,1561,1,2005-02-18
404,1473,592,1,2004-11-10
405,2956,750,0,2001-03-30
406,1440,1918,1,2005-04-25
407,205,313,1,2004-03-10
408,3444,1153,1,2004-11-18
409,2903,1894,0,2005-07-10
410,2040,1092,1,2004-01-26
411,241,1177,0,2001-10-10
412,1171,1047,1,2005-08-24
413,2384,698,1,2004-08-15
414,2942,228,0,2004-03-30
415,977,1782,0,2005-07-14
416,147,1297,1,2004-10-11
417,916,1022,0,2005-05-07
418,922,858,0,2003-11-25
419,112,1894,0,2005-03-16
420,2646,1159,1,2005-05-02
421,3126,368,1,2005-08-17
422,2034,627,0,2005-02-10
423,2882,1705,0,2004-03-09
424,1734,453,1,2005-02-22
425,229,1752,1,2004-07-23
426,1046,983,1,2004-11-01
427,241,385,1,2005-03-18
428,256,1685,1,2005-04-11
429,2213,1353,0,2005-04-05
430,2836,1913,0,2005-04-15
431,77,314,0,2004-06-23
432,24,1823,1,2004-10-05
433,2173,919,1,2005-10-23
434,2685,998,1,2005-06-18
435,3444,345,1,2004-05-28
436,2814,246,1,2002-10-08
437,3454,260,1,2005-03-01
438,1734,1022,1,2005-06-02
439,225,709,0,2003-11-25
440,1833,1043,0,2005-08-24
441,795,1268,1,2003-11-24
442,2736,1711,1,2003-11-14
443,1161,349,1,2004-02-07
444,151,1632,1,2004-11-26
445,563,1573,0,2005-01-31
446,1449,707,0,2004-04-13
447,2495,1926,1,2005-03-02
448,2542,534,0,2003-07-08
449,1381,1384,0,2002-02-10
450,3126,1574,0,2005-06-14
451,962,1139,0,2004-11-30
452,3148,695,1,2004-10-14
453,2586,219,1,2004-11-23
454,3516,1492,1,2005-11-07
455,2337,1014,1,2004-07-05
456,2388,228,0,2004-03-17
457,887,63,1,2005-11-11
458,415,1204,1,2003-05-30
459,788,1353,0,2005-04-05
460,1214,18,1,2004-11-09
461,151,84,1,2005-09-20
462,2015,842,1,2004-09-19
463,1884,1257,0,2005-12-26
464,2217,500,0,2004-06-08
465,2217,255,1,2004-05-11
466,3420,1672,1,2005-08-18
467,2188,1374,1,2005-08-10
468,1927,879,1,2003-11-06
469,285,977,1,2005-06-07
470,1707,677,1,2004-10-05
471,1879,1943,0,2004-11-28
472,2861,1786,1,2004-04-16
473,3062,732,1,2005-12-20
474,2814,1714,0,2005-08-22
475,1974,1222,1,2002-12-16
476,2365,1041,0,2005-08-07
477,147,1108,1,2004-05-12
478,1037,487,0,2004-07-08
479,3007,837,0,2000-06-16
480,1473,31,1,2005-07-15
481,402,1325,0,2005-06-09
482,670,1882,1,2005-08-19
483,1008,841,1,2005-08-12
484,1473,681,0,2005-11-21
485,3272,1438,1,2003-10-22
486,3094,306,1,2005-01-25
487,1846,945,1,2005-08-17
488,3431,1445,0,2003-12-16
489,1577,1853,0,2004-12-06
490,2861,1092,1,2005-11-11
491,2636,1039,1,2004-10-07
492,1831,1047,0,2005-09-28
493,151,337,1,2004-11-27
494,353,1587,1,2005-11-18
495,3430,190,1,2005-07-18
496,2864,1301,1,2005-04-29
497,1504,1807,1,2004-05-23
498,21,1021,1,2005-03-12
499,3348,1826,0,2005-10-22
500,1694,1880,1,2005-10-05
501,3124,805,0,2004-02-01
502,289,686,1,2004-04-28
503,99,766,1,2005-07-31
504,915,1754,1,2004-10-26
505,3354,273,1,2004-12-02
506,1939,1504,0,2002-09-13
507,1473,940,1,2005-01-11
508,1851,1822,0,2002-05-21
509,3288,1443,1,2005-12-21
510,1701,1552,1,2005-08-26
511,3290,778,1,2005-10-24
512,3484,766,1,2005-02-18
513,387,1549,1,2005-03-08
514,2741,1900,0,2005-10-07
515,1037,683,1,2004-07-06
516,1915,1867,1,2005-03-07
517,2033,1909,0,2002-08-08
518,634,1452,1,2005-03-06
519,2671,1706,0,2005-09-23
520,1694,1457,0,2002-03-02
521,3208,1034,1,2003-03-17
522,3037,1973,0,2005-12-29
523,1293,1664,0,2003-10-16
524,2674,540,0,2005-01-11
525,549,1472,1,2005-01-23
526,1672,618,0,2004-12-07
527,2114,1774,1,2005-06-26
528,3516,1670,0,2004-02-21
529,2885,650,0,2004-01-05
530,3148,1194,1,2004-09-13
531,687,738,0,2005-10-19
532,1504,1984,1,2004-06-28
533,1650,627,0,2005-02-10
534,2213,473,0,2005-10-08
535,2495,1898,1,2004-09-08
536,2195,1422,0,2004-03-23
537,642,487,1,2004-06-11
538,1671,1943,0,2005-02-06
539,1667,7,1,2005-01-05
540,2060,1960,1,2004-12-10
541,1019,1345,0,2005-05-02
542,1915,803,0,2004-11-22
543,3114,1164,1,2005-09-26
544,3377,1092,1,2004-09-26
545,962,1168,0,2002-04-24
546,1927,809,1,2005-06-22
547,2720,340,0,2005-05-03
548,61,1409,0,2003-02-14
549,2195,934,0,2004-06-24
550,1686,566,0,2005-09-27
551,1893,1341,0,2004-07-14
552,3106,884,0,2005-02-21
553,915,746,0,2003-06-26
554,1327,1743,1,2005-05-24
555,362,961,1,2005-05-09
556,3348,911,1,2005-09-20
557,2986,1414,0,2004-09-04
558,257,1374,0,2005-10-26
559,1386,1336,1,2005-06-14
560,2038,1367,1,2005-01-02
561,195,1713,1,2004-10-22
562,2663,1515,1,2004-05-11
563,2671,1822,1,2002-02-02
564,362,469,1,2004-09-20
565,3219,238,0,2005-10-17
566,453,429,1,2004-05-03
567,1043,1894,0,2005-04-02
568,1019,1474,0,2005-06-11
569,1414,330,1,2005-10-17
570,383,1324,1,2005-10-19
571,1092,482,0,2004-03-18
572,712,429,0,2005-10-03
573,242,1444,1,2002-09-30
574,1931,634,1,2003-06-02
575,144,1832,0,2005-05-18
576,1504,393,0,2005-04-11
577,1652,1506,1,2005-12-30
578,221,1028,1,2005-04-22
579,3466,1430,1,2004-04-08
580,610,601,0,2005-07-07
581,1417,1940,0,2005-03-20
582,1559,1128,0,2003-09-15
583,1270,1577,0,2005-10-10
584,2750,1154,1,2005-05-24
585,1504,1247,1,2005-10-26
586,1428,598,1,2005-12-27
587,2306,477,0,2005-06-28
588,879,1151,0,2001-08-09
589,624,1267,1,2005-07-02
590,1333,1443,1,2005-12-11
591,204,1936,1,2004-12-19
592,909,1936,1,2005-04-25
593,2460,478,0,2002-03-05
594,2199,1315,1,2004-01-30
595,1974,1946,0,2004-01-27
596,2374,313,1,2005-04-25
597,3288,533,1,2005-10-16
598,2419,1828,0,2005-12-12
599,2282,1472,1,2004-05-28
600,2267,1770,1,2000-05-22
601,3561,139,0,2005-08-15
602,1428,500,1,2004-03-23
603,1694,1454,1,2002-09-18
604,532,770,0,2003-09-07
605,2644,604,1,2004-12-23
606,1989,1672,1,2005-05-03
607,2506,1356,1,2005-01-19
608,1652,1849,1,2005-01-23
609,977,1800,1,2005-01-04
610,1675,1457,1,2000-12-17
611,2725,1265,0,2004-10-07
612,2602,243,1,2005-07-30
613,859,391,0,2004-05-14
614,3516,1066,1,2004-08-05
615,2056,1472,1,2004-09-29
616,1988,1321,1,2004-07-02
617,687,1081,1,2003-04-16
618,806,1707,1,2004-05-10
619,2061,87,1,2004-08-16
620,2663,647,1,2005-04-30
621,21,231,0,2004-05-11
622,2505,664,1,2005-02-06
623,2461,331,0,2002-01-31
624,574,1573,1,2005-01-10
625,2102,1346,1,2003-02-15
626,240,370,0,2004-05-03
627,1214,321,1,2005-05-18
628,1672,1388,0,2005-02-26
629,285,287,1,2005-10-25
630,3032,1247,1,2005-10-26
631,562,1424,0,2005-03-19
632,2922,769,0,2004-04-29
633,2725,608,1,2005-07-15
634,3273,1259,1,2004-11-08
635,2505,681,1,2004-04-15
636,3208,1801,1,2004-11-15
637,2430,858,0,2003-11-25
638,1392,1960,1,2004-10-21
639,151,96,1,2004-11-03
640,183,674,1,2004-10-14
641,619,1047,0,2005-08-18
642,2439,1966,1,2005-07-20
643,1023,753,0,2003-03-09
644,69,1899,1,2005-03-10
645,2195,605,0,2004-05-06
646,147,450,1,2005-10-19
647,3106,1004,1,2005-09-14
648,1187,1505,0,2005-08-23
649,1379,1269,0,2004-09-23
650,1028,541,0,2003-03-07
651,1692,719,1,2005-08-13
652,2274,1960,1,2005-04-14
653,2505,799,0,2005-01-31
654,1118,818,1,2005-07-09
655,2691,1121,1,2005-02-26
656,635,45,0,2005-07-24
657,105,1774,1,2004-03-25
658,2069,769,0,2004-05-04
659,2841,139,0,2005-10-07
660,1939,1979,0,2004-12-22
661,2875,398,1,2005-07-23
662,1473,396,1,2005-12-07
663,384,1177,0,2002-03-24
664,2096,869,1,2005-02-01
665,1214,647,0,2000-08-25
666,281,750,1,2004-04-15
667,2061,1444,1,2002-09-30
668,1594,1040,0,2005-05-31
669,981,1901,1,2005-06-12
670,2495,416,0,2005-10-02
671,1269,158,0,2003-11-02
672,3058,1458,0,2005-07-22
673,3302,74,0,2005-06-30
674,916,564,1,2005-04-03
675,1424,683,1,2004-07-06
676,2120,627,0,2004-02-06
677,318,160,1,2005-09-01
678,204,1033,1,2004-07-02
679,2061,1682,1,2004-10-27
680,2302,1443,0,2005-12-11
681,1860,983,1,2004-11-29
682,1133,132,1,2005-04-17
683,896,939,0,2004-03-11
684,2495,1784,0,2005-05-21
685,1884,359,0,2005-04-13
686,962,8,0,2004-11-30
687,2667,632,0,2005-05-15
688,221,858,0,2005-01-29
689,1532,1949,1,2005-10-13
690,1387,41,1,2004-04-08
691,2604,1261,1,2005-06-05
692,2966,30,0,2003-02-24
693,41,1022,1,2005-06-23
694,534,523,1,2005-12-01
695,164,1214,1,2005-09-06
696,1580,1491,0,2004-11-14
697,3484,1422,0,2004-01-20
698,1694,3,1,2003-02-13
699,3166,1425,0,2004-06-22
700,3444,629,1,2004-12-04
701,1592,271,1,2004-10-12
702,1995,987,1,2005-06-17
703,2129,228,0,2004-04-27
704,390,1421,1,2003-04-04
705,1187,1200,1,2005-12-18
706,1157,1838,0,2001-01-04
707,362,641,1,2004-12-18
708,1133,486,0,2005-11-29
709,3460,1333,1,2005-07-15
710,1941,497,0,2004-02-18
711,2050,569,0,2005-05-22
712,2032,649,0,2005-06-23
713,3272,1031,1,2001-07-28
714,1456,530,0,2004-12-21
715,571,1255,0,2005-09-19
716,750,74,1,2005-05-19
717,942,746,1,2003-07-08
718,1206,1682,1,2004-10-27
719,1988,42,1,2005-01-26
720,3479,926,0,2005-03-02
721,3057,1705,0,2004-03-09
722,2763,227,0,2005-10-02
723,3282,1781,1,2005-11-18
724,258,130,1,2005-01-25
725,256,398,1,2005-07-23
726,473,245,1,2005-02-24
727,1187,1709,0,2002-09-11
728,2253,139,1,2005-02-12
729,1741,1689,1,2005-02-19
730,3069,651,1,2005-08-14
731,2955,300,1,2005-05-03
732,2577,1583,0,2004-06-09
733,1133,1072,0,2003-08-11
734,204,939,1,2004-03-11
735,1118,1910,0,2005-10-30
736,281,920,0,2004-06-17
737,2484,388,1,2005-07-18
738,3129,939,0,2004-03-11
739,1161,955,0,2005-09-11
740,1118,793,0,2005-06-19
741,2492,1934,1,2004-01-23
742,2765,228,0,2005-08-21
743,1504,1959,1,2004-01-01
744,583,217,0,2005-03-09
745,133,1436,1,2005-08-12
746,2609,158,1,2002-12-28
747,2636,964,1,2005-03-23
748,2037,1942,1,2003-06-26
749,3374,983,0,2005-12-20
750,2196,139,1,2005-09-08
751,3106,540,0,2005-01-11
752,2115,879,0,2003-11-17
753,2944,1807,0,2005-05-08
754,887,1033,1,2004-07-19
755,1884,1614,1,2005-12-15
756,1227,777,0,2005-04-17
757,1927,746,0,2003-11-03
758,1675,1259,1,2002-09-17
759,1519,182,0,2003-11-22
760,3106,708,1,2005-05-14
761,285,1317,1,2005-08-01
762,1376,357,1,2005-10-04
763,3345,1414,0,2003-01-15
764,3369,1294,1,2003-09-16
765,881,1223,1,2002-10-03
766,1734,1966,1,2005-07-20
767,1072,608,1,2004-12-23
768,458,1341,1,2004-06-14
769,1019,500,1,2002-04-08
770,2505,1583,0,2005-11-14
771,2337,52,1,2004-12-29
772,721,351,0,2004-05-05
773,1724,1345,0,2005-05-02
774,770,1853,1,2004-12-06
775,1158,596,0,2004-04-14
776,2469,654,1,2004-11-12
777,362,1713,0,2004-10-23
778,2736,542,1,2005-05-03
779,1265,822,0,2005-02-05
780,3058,1009,1,2005-05-01
781,2720,1820,0,2002-12-17
782,325,1607,1,2005-04-04
783,2178,698,1,2004-11-02
784,3516,1411,1,2004-01-13
785,2720,425,1,2003-03-31
786,2885,1613,1,2004-01-22
787,1504,666,0,2005-06-22
788,384,124,1,2005-02-21
789,701,187,1,2005-09-24
790,881,1140,1,2003-06-17
791,2944,1614,1,2005-12-15
792,1051,445,0,2005-04-21
793,229,881,0,2005-09-27
794,1741,1504,1,2005-11-29
795,30,461,1,2003-10-26
796,890,591,1,2005-03-08
797,1694,246,0,2002-01-27
798,1851,664,0,2004-11-28
799,362,1430,1,2004-10-04
800,2115,1735,0,2003-09-02
801,1473,1369,1,2005-01-31
802,1800,418,1,2003-09-25
803,221,499,1,2005-06-15
804,2875,1500,0,2005-06-09
805,608,1960,1,2004-11-18
806,3293,566,0,2005-07-25
807,2296,1901,1,2003-09-18
808,1915,394,1,2005-02-06
809,2578,1,1,2005-05-23
810,1473,705,1,2004-11-29
811,1677,1448,1,2005-09-29
812,2460,1820,0,2002-08-01
813,2864,690,1,2005-07-28
814,1556,860,0,2004-12-07
815,712,77,0,2005-02-13
816,115,96,1,2003-03-03
817,2977,1440,1,2003-10-15
818,3415,1256,1,2005-11-18
819,1133,663,0,2005-01-19
820,1342,859,1,2005-11-17
821,469,858,0,2004-04-04
822,1167,1409,1,2004-12-09
823,1306,1673,0,2005-05-18
824,2086,107,1,2005-09-14
825,3345,1501,0,2004-04-18
826,3263,391,0,2005-07-21
827,2311,884,1,2004-12-30
828,2040,1735,0,2004-01-06
829,1235,314,0,2004-05-04
830,915,1077,1,2005-09-15
831,3557,1047,0,2005-08-12
832,1884,1705,0,2004-07-13
833,1667,1605,0,2005-05-16
834,2864,1289,1,2004-09-26
835,2922,495,1,2004-04-02
836,1449,1382,0,2004-08-04
837,495,1222,1,2002-11-16
838,3479,1838,1,2004-11-12
839,1158,841,1,2005-08-12
840,1379,109,1,2005-06-14
841,1002,1960,1,2004-11-23
842,3126,1223,0,2005-02-19
843,3295,670,0,2004-11-15
844,1592,385,0,2004-04-16
845,2437,1694,1,2005-04-21
846,712,1523,0,2005-04-10
847,1931,1207,0,2004-08-23
848,3272,1413,1,2005-10-16
849,2306,655,1,2005-04-26
850,2631,1449,1,2005-09-24
851,1931,329,1,2004-09-15
852,916,825,0,2003-08-21
853,3025,1345,0,2005-11-15
854,1706,799,0,2005-03-09
855,943,600,1,2005-03-08
856,1577,484,0,2005-10-03
857,1868,1338,1,2004-06-12
858,2365,329,1,2004-04-16
859,562,1731,1,2005-10-04
